trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
584,False,"{'a': 0.4, 'e': 0.39199240397292684}",20,0,-34.77732465592547,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
585,False,"{'a': 0.4, 'e': 0.3901516843082303}",20,0,-16.979793992010464,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
586,False,"{'a': 0.4, 'e': 0.38830940403731673}",25,16,1.9312157488060893,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 0.4, 'e': 0.38646557052930475}",25,7,-21.51257413494174,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
588,False,"{'a': 0.4, 'e': 0.38462019115952595}",25,0,-44.056919360894845,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
589,False,"{'a': 0.4, 'e': 0.3827732733094953}",25,11,-71.3865370341664,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
590,False,"{'a': 0.4, 'e': 0.3809248243668818}",20,9,18.39871885725028,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.4, 'e': 0.3790748517254788}",20,14,-11.722784813921699,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
592,False,"{'a': 0.4, 'e': 0.37722336278517427}",25,0,-98.46063485644889,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
593,False,"{'a': 0.4, 'e': 0.37537036495192155}",20,11,-80.34527534199908,"{0: 5, 1: 0, 2: 1, 3: 2, 4: 1}",1
594,False,"{'a': 0.4, 'e': 0.37351586563770955}",20,7,-10.109389521075926,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
595,False,"{'a': 0.4, 'e': 0.371659872260533}",25,16,14.815735297957174,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.4, 'e': 0.36980239224436295}",35,24,-9.358130193065048,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
597,False,"{'a': 0.4, 'e': 0.36794343301911697}",35,10,13.676084034736867,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
598,False,"{'a': 0.4, 'e': 0.36608300202062954}",20,6,-42.75075892324773,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
599,False,"{'a': 0.4, 'e': 0.36422110669062213}",25,18,12.97996123971212,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.4, 'e': 0.3623577544766736}",25,0,-4.3507170664725345,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
601,False,"{'a': 0.4, 'e': 0.3604929528321903}",20,0,-77.21533008219517,"{0: 16, 1: 0, 2: 0, 3: 3, 4: 1}",0
602,False,"{'a': 0.4, 'e': 0.35862670921637635}",20,0,-60.60351396651218,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
603,False,"{'a': 0.4, 'e': 0.35675903109420365}",25,0,-28.494199286672846,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
604,False,"{'a': 0.4, 'e': 0.3548899259363823}",20,0,-45.68817534990743,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
605,False,"{'a': 0.4, 'e': 0.35301940121933034}",25,6,-46.90585536245142,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
606,False,"{'a': 0.4, 'e': 0.3511474644251443}",20,11,4.50426031639617,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
607,False,"{'a': 0.2, 'e': 0.34927412304156863}",20,14,10.009473631693389,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.2, 'e': 0.34739938456196656}",20,5,-17.95609495536761,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
609,False,"{'a': 0.2, 'e': 0.3455232564852894}",30,3,-50.94468085835502,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 2}",1
610,False,"{'a': 0.2, 'e': 0.34364574631604705}",25,4,-47.20197847817749,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
611,False,"{'a': 0.2, 'e': 0.3417668615642776}",20,12,-9.990586611014265,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
612,False,"{'a': 0.2, 'e': 0.3398866097455176}",25,7,-26.53615919513392,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
613,False,"{'a': 0.2, 'e': 0.33800499838077175}",20,13,14.879889199087353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.2, 'e': 0.3361220349964831}",20,6,12.61537266435121,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.2, 'e': 0.3342377271245026}",25,0,-20.521997185564288,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
616,False,"{'a': 0.2, 'e': 0.33235208230205926}",20,3,30.815712490728075,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.2, 'e': 0.33046510807172985}",20,3,-71.25735722537183,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
618,False,"{'a': 0.2, 'e': 0.3285768119814088}",20,5,-31.333022142203426,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
619,False,"{'a': 0.2, 'e': 0.3266872015842779}",25,14,5.998360266166239,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.2, 'e': 0.32479628443877623}",20,0,24.862714527676534,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
621,False,"{'a': 0.2, 'e': 0.3229040681085699}",20,7,-5.6924973419716896,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
622,False,"{'a': 0.2, 'e': 0.32101056016252166}",20,10,12.775113265267336,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.2, 'e': 0.31911576817466075}",25,17,14.461357530557343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.2, 'e': 0.3172196997241527}",20,13,-28.18076302521069,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
625,False,"{'a': 0.2, 'e': 0.3153223623952687}",25,0,10.617864192083973,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
626,False,"{'a': 0.2, 'e': 0.3134237637773555}",20,0,6.7193156550923305,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
627,False,"{'a': 0.2, 'e': 0.31152391146480507}",20,15,-2.8243709706362985,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
628,False,"{'a': 0.2, 'e': 0.3096228130570242}",20,0,2.72591030652307,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
629,False,"{'a': 0.2, 'e': 0.3077204761584039}",25,17,-70.94995661145923,"{0: 5, 1: 0, 2: 0, 3: 2, 4: 1}",1
630,False,"{'a': 0.2, 'e': 0.3058169083782893}",20,5,-15.039846556270088,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
631,False,"{'a': 0.2, 'e': 0.3039121173309489}",25,0,6.710612916865903,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
632,False,"{'a': 0.2, 'e': 0.30200611063554444}",25,18,12.599232591917353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.2, 'e': 0.3000988959161001}",20,0,-24.255421431987614,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
634,False,"{'a': 0.2, 'e': 0.2981904808014722}",20,12,13.400633483668578,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.2, 'e': 0.2962808729253187}",30,0,-8.109016645234204,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
636,False,"{'a': 0.2, 'e': 0.29437007992606856}",25,14,16.68614526605381,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.2, 'e': 0.29245810944689116}",20,0,13.996354129380933,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
638,False,"{'a': 0.2, 'e': 0.29054496913566596}",30,0,-85.62237838852005,"{0: 23, 1: 0, 2: 4, 3: 2, 4: 1}",0
639,False,"{'a': 0.2, 'e': 0.2886306666449516}",35,16,-37.204004850720715,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
640,False,"{'a': 0.2, 'e': 0.28671520963195546}",20,0,-7.066632150725279,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
641,False,"{'a': 0.2, 'e': 0.28479860575850313}",35,16,15.88282939492072,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.2, 'e': 0.2828808626910075}",30,22,1.5845395174666528,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.2, 'e': 0.28096198810043826}",25,8,-10.104068271575034,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
644,False,"{'a': 0.2, 'e': 0.2790419896622912}",20,16,7.084987111366443,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.2, 'e': 0.2771208750565576}",20,11,15.92541330143813,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.2, 'e': 0.2751986519676933}",20,14,-24.42406136834981,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
647,False,"{'a': 0.2, 'e': 0.273275328084588}",20,0,-70.90958358495774,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
648,False,"{'a': 0.2, 'e': 0.2713509111005347}",25,0,-49.81094714208879,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
649,False,"{'a': 0.2, 'e': 0.26942540871319887}",20,0,25.980462733542517,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
650,False,"{'a': 0.2, 'e': 0.26749882862458735}",30,21,18.193369986943647,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.2, 'e': 0.265571178541018}",20,11,-5.0792239331114954,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
652,False,"{'a': 0.2, 'e': 0.2636424661730887}",20,0,-80.63406269493449,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
653,False,"{'a': 0.2, 'e': 0.2617126992356461}",30,14,15.59331470291778,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.2, 'e': 0.25978188544775555}",25,13,-44.35973490108864,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
655,False,"{'a': 0.2, 'e': 0.2578500325326696}",20,0,-18.598592435089422,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
656,False,"{'a': 0.2, 'e': 0.2559171482177973}",20,8,6.069279154338499,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.2, 'e': 0.2539832402346734}",25,15,-59.908011828380744,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
658,False,"{'a': 0.2, 'e': 0.25204831631892716}",25,11,8.784040535254727,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.2, 'e': 0.25011238421025167}",30,0,-64.53075154204224,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 2}",0
660,False,"{'a': 0.2, 'e': 0.2481754516523729}",20,3,3.559297408595407,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
661,False,"{'a': 0.2, 'e': 0.24623752639301838}",20,0,-36.60503487286015,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
662,False,"{'a': 0.2, 'e': 0.24429861618388662}",25,0,-91.51222985081338,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
663,False,"{'a': 0.2, 'e': 0.24235872878061585}",25,19,10.412335599674153,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.2, 'e': 0.2404178719427531}",35,16,29.880748399377914,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.2, 'e': 0.23847605343372313}",25,0,-49.371902161899705,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
666,False,"{'a': 0.2, 'e': 0.2365332810207974}",35,12,-22.259490148741683,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
667,False,"{'a': 0.2, 'e': 0.23458956247506296}",25,14,19.469989743153093,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.2, 'e': 0.23264490557139142}",25,0,-19.987533395328235,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
669,False,"{'a': 0.2, 'e': 0.23069931808840777}",30,6,-87.45028964805266,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 2}",1
670,False,"{'a': 0.2, 'e': 0.22875280780845939}",25,11,3.1955712484485628,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
671,False,"{'a': 0.2, 'e': 0.22680538251758475}",25,10,1.8451759692229468,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
672,False,"{'a': 0.2, 'e': 0.22485705000548248}",25,0,23.837047309856377,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
673,False,"{'a': 0.2, 'e': 0.22290781806547996}",20,14,-1.1831674220986845,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.2, 'e': 0.22095769449450242}",25,20,8.478804352078203,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.2, 'e': 0.2190066870930415}",30,12,-2.988897673475442,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
676,False,"{'a': 0.2, 'e': 0.2170548036651242}",30,19,6.209144196915123,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.2, 'e': 0.21510205201828167}",30,20,-6.604373410900743,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
678,False,"{'a': 0.2, 'e': 0.21314843996351784}",30,19,8.26025099559313,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.2, 'e': 0.2111939753152784}",20,8,-19.727602218456372,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
680,False,"{'a': 0.2, 'e': 0.20923866589141926}",20,14,11.811822175984961,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.2, 'e': 0.20728251951317553}",20,0,-21.185949761258225,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
682,False,"{'a': 0.2, 'e': 0.20532554400513015}",20,13,0.6794015275250525,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.2, 'e': 0.2033677471951825}",20,14,-2.7024699090594297,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.2, 'e': 0.20140913691451723}",35,25,-7.519653770798159,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
685,False,"{'a': 0.2, 'e': 0.19944972099757285}",20,12,13.523444743335563,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.2, 'e': 0.19748950728201042}",30,11,19.416936637423596,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.2, 'e': 0.19552850360868218}",20,4,22.147707942351175,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.2, 'e': 0.1935667178216002}",30,21,-6.31659183330024,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
689,False,"{'a': 0.2, 'e': 0.19160415776790501}",30,18,-73.0576255763557,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
690,False,"{'a': 0.2, 'e': 0.18964083129783424}",20,14,11.990160158618146,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.2, 'e': 0.18767674626469114}",35,20,14.236001364321677,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.2, 'e': 0.1857119105248132}",25,13,18.21562927853365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.2, 'e': 0.18374633193754078}",20,10,-33.094672718682276,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
694,False,"{'a': 0.2, 'e': 0.18178001836518562}",20,14,-13.523357936393632,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
695,False,"{'a': 0.2, 'e': 0.17981297767299934}",20,4,9.706170953129167,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
696,False,"{'a': 0.2, 'e': 0.17784521772914214}",25,16,-21.554956759272386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
697,False,"{'a': 0.2, 'e': 0.17587674640465115}",20,15,8.73726241394574,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.2, 'e': 0.17390757157340905}",20,14,12.349272466753323,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.2, 'e': 0.1719377011121125}",20,13,13.226167131584278,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.2, 'e': 0.16996714290024081}",25,14,18.690365779778887,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.2, 'e': 0.1679959048200241}",20,2,14.812129537552948,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.2, 'e': 0.1660239947564121}",25,0,-73.15441544441171,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
703,False,"{'a': 0.2, 'e': 0.16405142059704247}",20,6,10.647414719470628,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
704,False,"{'a': 0.2, 'e': 0.1620781902322094}",20,16,6.7428354848716365,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.2, 'e': 0.16010431155483126}",25,17,3.6261415011347586,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
706,False,"{'a': 0.2, 'e': 0.1581297924604204}",20,14,11.338528992070263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.2, 'e': 0.15615464084705052}",20,0,-26.660971820859594,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
708,False,"{'a': 0.2, 'e': 0.15417886461532546}",20,6,-0.04527474401622644,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
709,False,"{'a': 0.2, 'e': 0.15220247166834752}",25,16,18.067629562259118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.2, 'e': 0.15022546991168584}",25,18,11.504807249812572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.1, 'e': 0.14824786725334482}",20,15,-11.018964127612145,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
712,False,"{'a': 0.1, 'e': 0.14626967160373244}",20,14,9.495516074553379,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.1, 'e': 0.14429089087562866}",25,0,11.350257201948056,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
714,False,"{'a': 0.1, 'e': 0.14231153298415378}",20,0,28.009244211473053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
715,False,"{'a': 0.1, 'e': 0.1403316058467367}",20,8,-62.1625024979391,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
716,False,"{'a': 0.1, 'e': 0.13835111738308337}",20,12,13.57823078531603,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.1, 'e': 0.13637007551514496}",25,20,8.219401193831672,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.1, 'e': 0.13438848816708632}",20,11,-7.064278739102684,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
719,False,"{'a': 0.1, 'e': 0.13240636326525418}",20,13,9.870052168178361,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.1, 'e': 0.13042370873814554}",25,18,13.253396279784255,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.1, 'e': 0.12844053251637583}",20,10,16.95210339237944,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.1, 'e': 0.12645684253264733}",25,13,-2.061986506446525,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
723,False,"{'a': 0.1, 'e': 0.12447264672171729}",25,13,18.677631106266556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.1, 'e': 0.12248795302036633}",25,6,25.527996660582033,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.1, 'e': 0.1205027693673666}",20,6,24.426984490694366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.1, 'e': 0.11851710370345009}",20,8,16.69637439992864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.1, 'e': 0.11653096397127677}",20,3,16.846441822109654,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.1, 'e': 0.11454435811540295}",20,13,-0.6591616534660187,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.1, 'e': 0.11255729408224939}",20,10,16.731587831323935,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.1, 'e': 0.11056977982006957}",25,8,35.23378091467598,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.1, 'e': 0.10858182327891791}",25,19,8.186950922793677,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.1, 'e': 0.10659343241061792}",35,20,26.648385611748356,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.1, 'e': 0.10460461516873039}",25,5,-11.19784594533753,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
734,False,"{'a': 0.1, 'e': 0.10261537950852166}",25,12,24.62235657986805,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.1, 'e': 0.10062573338693172}",25,7,30.017697909079423,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.1, 'e': 0.0986356847625424}",25,19,12.692046361538717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.1, 'e': 0.09664524159554555}",20,6,25.93359290220135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.1, 'e': 0.09465441184771117}",20,16,6.473479205329045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.1, 'e': 0.09266320348235561}",30,23,-0.1212280363959708,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.1, 'e': 0.09067162446430967}",20,11,-27.410751664285375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
741,False,"{'a': 0.1, 'e': 0.08867968275988676}",35,19,28.337991693493027,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.1, 'e': 0.08668738633685107}",20,10,-25.878193116006567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
743,False,"{'a': 0.1, 'e': 0.08469474316438559}",20,7,22.07544251701884,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.1, 'e': 0.0827017612130604}",25,2,6.056290585085335,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
745,False,"{'a': 0.1, 'e': 0.08070844845480062}",20,11,15.031372569600352,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.1, 'e': 0.07871481286285463}",30,11,28.1311424151365,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.1, 'e': 0.07672086241176214}",25,14,22.399187171057047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.1, 'e': 0.0747266050773223}",20,12,13.53667290247613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.1, 'e': 0.07273204883656179}",20,14,14.766409980847698,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.1, 'e': 0.0707372016677029}",25,20,10.34526536432007,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.1, 'e': 0.06874207155013166}",25,8,-10.927422184969855,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
752,False,"{'a': 0.1, 'e': 0.06674666646436589}",20,3,29.449868040149887,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.1, 'e': 0.06475099439202324}",20,14,13.558546424857445,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.1, 'e': 0.06275506331578937}",25,15,16.36850133235412,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.1, 'e': 0.0607588812193859}",20,0,-23.723655731825815,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
756,False,"{'a': 0.1, 'e': 0.058762456087538564}",20,10,15.741740266601695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.1, 'e': 0.05676579590594523}",20,0,32.46917424334159,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.1, 'e': 0.05476890866124396}",30,13,-13.338436953235387,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
759,False,"{'a': 0.1, 'e': 0.05277180234098107}",20,15,9.199952999264038,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.1, 'e': 0.05077448493357918}",20,11,5.801427439309472,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
761,False,"{'a': 0.1, 'e': 0.04877696442830525}",25,7,28.964019618488752,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.1, 'e': 0.04677924881523865}",20,8,17.366672994533165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.1, 'e': 0.044781346085239156}",20,16,8.454874321402553,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.1, 'e': 0.04278326422991503}",30,13,27.8198720249724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.1, 'e': 0.040785011241591035}",35,24,-3.9219459245810606,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
766,False,"{'a': 0.1, 'e': 0.038786595113276444}",25,11,28.673411047213687,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.1, 'e': 0.036788023838633124}",30,15,24.257055873653407,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
