trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
216,False,"{'a': 0.9, 'e': 0.9081301906949609}",30,0,-190.7863514822308,"{0: 18, 1: 0, 2: 9, 3: 0, 4: 3}",0
217,False,"{'a': 0.9, 'e': 0.9072909991954848}",30,0,-74.93466150882165,"{0: 21, 1: 0, 2: 8, 3: 1, 4: 0}",0
218,False,"{'a': 0.9, 'e': 0.9064481785332217}",20,0,-125.66069430953274,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
219,False,"{'a': 0.9, 'e': 0.9056017320794529}",20,0,-37.538578119587235,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
220,False,"{'a': 0.9, 'e': 0.9047516632199635}",25,0,-146.4451390881454,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
221,False,"{'a': 0.9, 'e': 0.9038979753550274}",30,0,-197.25526958133264,"{0: 19, 1: 0, 2: 6, 3: 2, 4: 3}",0
222,False,"{'a': 0.9, 'e': 0.903040671899395}",20,0,-126.01252080733101,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
223,False,"{'a': 0.9, 'e': 0.9021797562822791}",25,14,-61.58259735491296,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
224,False,"{'a': 0.9, 'e': 0.901315231947341}",20,5,-11.592835737340245,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
225,False,"{'a': 0.9, 'e': 0.9004471023526769}",20,0,-82.63706504786074,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
226,False,"{'a': 0.9, 'e': 0.899575370970804}",25,0,-224.4664843655451,"{0: 14, 1: 0, 2: 6, 3: 1, 4: 4}",0
227,False,"{'a': 0.9, 'e': 0.8987000412886466}",35,0,-272.49607045954167,"{0: 21, 1: 0, 2: 7, 3: 3, 4: 4}",0
228,False,"{'a': 0.9, 'e': 0.8978211168075223}",35,0,-163.69504183789383,"{0: 23, 1: 0, 2: 7, 3: 4, 4: 1}",0
229,False,"{'a': 0.9, 'e': 0.896938601043128}",20,0,-89.15751826938188,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
230,False,"{'a': 0.9, 'e': 0.8960524975255253}",25,6,-61.53667348871486,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 0}",1
231,False,"{'a': 0.9, 'e': 0.8951628097991272}",30,0,-172.9466425457943,"{0: 19, 1: 0, 2: 7, 3: 2, 4: 2}",0
232,False,"{'a': 0.9, 'e': 0.8942695414226836}",25,0,-166.44931165768088,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
233,False,"{'a': 0.9, 'e': 0.8933726959692665}",30,0,-208.9877238348209,"{0: 18, 1: 0, 2: 7, 3: 2, 4: 3}",0
234,False,"{'a': 0.9, 'e': 0.8924722770262568}",20,0,-110.24894153665683,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
235,False,"{'a': 0.9, 'e': 0.8915682881953289}",30,8,-111.55861019347294,"{0: 13, 1: 0, 2: 7, 3: 1, 4: 1}",1
236,False,"{'a': 0.9, 'e': 0.890660733092437}",35,0,-183.20067522554316,"{0: 19, 1: 0, 2: 13, 3: 2, 4: 1}",0
237,False,"{'a': 0.9, 'e': 0.8897496153478003}",20,0,-244.08914551131429,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 5}",0
238,False,"{'a': 0.9, 'e': 0.8888349386058886}",25,0,-172.1419862468435,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
239,False,"{'a': 0.9, 'e': 0.8879167065254074}",20,0,-144.91606123078418,"{0: 7, 1: 0, 2: 11, 3: 2, 4: 0}",0
240,False,"{'a': 0.9, 'e': 0.8869949227792842}",20,0,-39.986658481681225,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
241,False,"{'a': 0.9, 'e': 0.8860695910546524}",20,0,-124.86043311603449,"{0: 12, 1: 0, 2: 4, 3: 3, 4: 1}",0
242,False,"{'a': 0.9, 'e': 0.8851407150528379}",20,0,-54.67787569249479,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
243,False,"{'a': 0.9, 'e': 0.8842082984893433}",30,16,-76.50916441733379,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 1}",1
244,False,"{'a': 0.9, 'e': 0.8832723450938338}",25,0,-111.08145194875604,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
245,False,"{'a': 0.9, 'e': 0.8823328586101216}",25,0,-174.5516147622048,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 3}",0
246,False,"{'a': 0.9, 'e': 0.8813898427961513}",25,0,-152.63053881299984,"{0: 14, 1: 0, 2: 9, 3: 0, 4: 2}",0
247,False,"{'a': 0.9, 'e': 0.880443301423985}",20,0,-129.5774430571921,"{0: 12, 1: 0, 2: 4, 3: 3, 4: 1}",1
248,False,"{'a': 0.9, 'e': 0.879493238279787}",20,0,-129.7235203579633,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
249,False,"{'a': 0.9, 'e': 0.8785396571638084}",30,0,-174.5892364142231,"{0: 15, 1: 0, 2: 13, 3: 1, 4: 1}",0
250,False,"{'a': 0.9, 'e': 0.8775825618903728}",30,0,-166.60564624869227,"{0: 21, 1: 0, 2: 3, 3: 4, 4: 2}",0
251,False,"{'a': 0.9, 'e': 0.8766219562878595}",30,0,-137.59455644049797,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
252,False,"{'a': 0.9, 'e': 0.87565784419869}",30,0,-175.02410829354517,"{0: 17, 1: 0, 2: 9, 3: 3, 4: 1}",0
253,False,"{'a': 0.9, 'e': 0.8746902294793112}",25,11,9.222123680597996,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.9, 'e': 0.8737191160001807}",25,0,-183.8706465029971,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
255,False,"{'a': 0.9, 'e': 0.8727445076457513}",25,0,-155.94073022294646,"{0: 16, 1: 0, 2: 4, 3: 3, 4: 2}",0
256,False,"{'a': 0.9, 'e': 0.8717664083144548}",30,0,-181.55911351663346,"{0: 19, 1: 0, 2: 6, 3: 3, 4: 2}",0
257,False,"{'a': 0.9, 'e': 0.8707848219186876}",35,0,-215.52466150889052,"{0: 22, 1: 0, 2: 9, 3: 1, 4: 3}",0
258,False,"{'a': 0.9, 'e': 0.8697997523847936}",25,0,-120.06798631512738,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
259,False,"{'a': 0.9, 'e': 0.8688112036530499}",25,0,-138.17224191239112,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
260,False,"{'a': 0.9, 'e': 0.8678191796776499}",20,0,-168.02873652394263,"{0: 10, 1: 0, 2: 6, 3: 2, 4: 2}",0
261,False,"{'a': 0.9, 'e': 0.8668236844266883}",20,0,-97.47693136691768,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
262,False,"{'a': 0.9, 'e': 0.8658247218821449}",20,0,-44.885979615360775,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
263,False,"{'a': 0.9, 'e': 0.8648222960398682}",35,0,-286.5722862115369,"{0: 21, 1: 0, 2: 7, 3: 2, 4: 5}",0
264,False,"{'a': 0.9, 'e': 0.8638164109095605}",20,0,-63.860500597006556,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
265,False,"{'a': 0.9, 'e': 0.862807070514761}",20,0,-73.43414700449848,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
266,False,"{'a': 0.9, 'e': 0.8617942788928298}",25,7,-97.18013462983836,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 1}",1
267,False,"{'a': 0.9, 'e': 0.8607780400949321}",25,0,-119.07553473052452,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
268,False,"{'a': 0.9, 'e': 0.8597583581860216}",30,0,-123.11529163025958,"{0: 19, 1: 0, 2: 9, 3: 1, 4: 1}",0
269,False,"{'a': 0.9, 'e': 0.8587352372448249}",20,0,-103.6257489403183,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
270,False,"{'a': 0.9, 'e': 0.8577086813638242}",20,0,-64.64977396532124,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
271,False,"{'a': 0.9, 'e': 0.8566786946492415}",20,0,-266.6770910481468,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 6}",0
272,False,"{'a': 0.9, 'e': 0.8556452812210225}",25,0,-140.1318622581968,"{0: 14, 1: 0, 2: 8, 3: 2, 4: 1}",0
273,False,"{'a': 0.9, 'e': 0.8546084452128195}",20,3,-88.16242977324653,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 1}",1
274,False,"{'a': 0.9, 'e': 0.8535681907719751}",25,0,-110.46112437018903,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
275,False,"{'a': 0.9, 'e': 0.8525245220595057}",20,5,-55.48058688190309,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
276,False,"{'a': 0.9, 'e': 0.8514774432500848}",25,6,-114.72290584120198,"{0: 9, 1: 0, 2: 9, 3: 0, 4: 1}",1
277,False,"{'a': 0.9, 'e': 0.8504269585320262}",30,0,-186.69392653833128,"{0: 18, 1: 0, 2: 8, 3: 2, 4: 2}",0
278,False,"{'a': 0.7, 'e': 0.8493730721072673}",20,0,-80.54005266792382,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
279,False,"{'a': 0.7, 'e': 0.8483157881913526}",25,19,-11.29389391241887,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
280,False,"{'a': 0.7, 'e': 0.8472551110134161}",25,0,-151.15185239947334,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
281,False,"{'a': 0.7, 'e': 0.8461910448161652}",20,0,-95.35153972417143,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
282,False,"{'a': 0.7, 'e': 0.8451235938558634}",20,0,-144.18415264126367,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
283,False,"{'a': 0.7, 'e': 0.844052762402313}",25,10,-128.70265900863953,"{0: 9, 1: 0, 2: 2, 3: 2, 4: 2}",1
284,False,"{'a': 0.7, 'e': 0.8429785547388383}",20,10,-18.35139703018526,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
285,False,"{'a': 0.7, 'e': 0.8419009751622687}",25,0,-135.2044059396379,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
286,False,"{'a': 0.7, 'e': 0.840820027982921}",25,0,-196.40125807848094,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 4}",0
287,False,"{'a': 0.7, 'e': 0.8397357175245823}",20,0,-127.36510648704946,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
288,False,"{'a': 0.7, 'e': 0.8386480481244933}",25,0,-91.17006326742643,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
289,False,"{'a': 0.7, 'e': 0.8375570241333301}",30,0,-236.40817006358037,"{0: 19, 1: 0, 2: 4, 3: 3, 4: 4}",0
290,False,"{'a': 0.7, 'e': 0.8364626499151869}",20,0,-96.79049871005626,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
291,False,"{'a': 0.7, 'e': 0.8353649298475594}",30,0,-143.06251155986774,"{0: 19, 1: 0, 2: 8, 3: 2, 4: 1}",0
292,False,"{'a': 0.7, 'e': 0.8342638683213264}",20,0,-70.4413395835798,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
293,False,"{'a': 0.7, 'e': 0.8331594697407324}",25,15,-39.85101030862613,"{0: 5, 1: 0, 2: 5, 3: 0, 4: 0}",1
294,False,"{'a': 0.7, 'e': 0.8320517385233703}",20,0,-171.31083256473156,"{0: 9, 1: 0, 2: 8, 3: 1, 4: 2}",0
295,False,"{'a': 0.7, 'e': 0.8309406791001634}",20,0,-135.91047167234598,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
296,False,"{'a': 0.7, 'e': 0.8298262959153483}",35,0,-126.06300241856988,"{0: 27, 1: 0, 2: 4, 3: 2, 4: 2}",0
297,False,"{'a': 0.7, 'e': 0.8287085934264558}",25,0,-131.49228266997866,"{0: 13, 1: 0, 2: 9, 3: 3, 4: 0}",0
298,False,"{'a': 0.7, 'e': 0.8275875761042946}",20,0,-92.49429815833327,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
299,False,"{'a': 0.7, 'e': 0.8264632484329323}",35,0,-214.03744869227296,"{0: 22, 1: 0, 2: 8, 3: 2, 4: 3}",0
300,False,"{'a': 0.7, 'e': 0.8253356149096783}",25,6,-134.87642183552478,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 3}",1
301,False,"{'a': 0.7, 'e': 0.8242046800450651}",25,0,-243.4905323590091,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 5}",0
302,False,"{'a': 0.7, 'e': 0.8230704483628307}",25,0,-111.58591160384957,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",1
303,False,"{'a': 0.7, 'e': 0.8219329243999003}",20,0,-101.71276901233861,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
304,False,"{'a': 0.7, 'e': 0.8207921127063681}",25,0,-118.50202930359063,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
305,False,"{'a': 0.7, 'e': 0.8196480178454795}",20,0,-138.29507020962006,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
306,False,"{'a': 0.7, 'e': 0.8185006443936125}",25,0,-149.00510474556427,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
307,False,"{'a': 0.7, 'e': 0.8173499969402591}",25,0,-117.4012860243514,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
308,False,"{'a': 0.7, 'e': 0.8161960800880078}",20,0,-77.99451323161148,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
309,False,"{'a': 0.7, 'e': 0.8150388984525244}",20,0,-136.74827731767107,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
310,False,"{'a': 0.7, 'e': 0.8138784566625339}",25,0,-171.2819575504557,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
311,False,"{'a': 0.7, 'e': 0.812714759359802}",20,0,-91.01678184985879,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
312,False,"{'a': 0.7, 'e': 0.8115478111991162}",20,0,-45.264191033916234,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
313,False,"{'a': 0.7, 'e': 0.8103776168482677}",25,0,-73.84374749002974,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
314,False,"{'a': 0.7, 'e': 0.8092041809880323}",20,0,-136.38278011238427,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
315,False,"{'a': 0.7, 'e': 0.8080275083121519}",25,0,-167.03721119295065,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 3}",0
316,False,"{'a': 0.7, 'e': 0.8068476035273155}",20,0,-65.84617723506426,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
317,False,"{'a': 0.7, 'e': 0.8056644713531409}",25,4,-79.51271854074243,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 2}",1
318,False,"{'a': 0.7, 'e': 0.8044781165221552}",25,6,-36.27507234266229,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
319,False,"{'a': 0.7, 'e': 0.8032885437797759}",25,0,-164.86232925481298,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
320,False,"{'a': 0.7, 'e': 0.8020957578842927}",30,18,-26.718984364617906,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
321,False,"{'a': 0.7, 'e': 0.8008997636068472}",30,0,-113.42688839409185,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
322,False,"{'a': 0.7, 'e': 0.7997005657314152}",20,0,-99.72278295133803,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 0}",0
323,False,"{'a': 0.7, 'e': 0.7984981690547867}",30,0,-89.11750644406588,"{0: 21, 1: 0, 2: 7, 3: 2, 4: 0}",0
324,False,"{'a': 0.7, 'e': 0.7972925783865465}",30,0,-245.54231650312292,"{0: 17, 1: 0, 2: 8, 3: 1, 4: 4}",0
325,False,"{'a': 0.7, 'e': 0.7960837985490559}",20,0,-85.32074555806032,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
326,False,"{'a': 0.7, 'e': 0.7948718343774324}",20,1,-61.65252712170758,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
327,False,"{'a': 0.7, 'e': 0.7936566907195313}",20,0,-94.11491173050328,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
328,False,"{'a': 0.7, 'e': 0.7924383724359255}",25,1,-76.22559492404434,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 1}",1
329,False,"{'a': 0.7, 'e': 0.7912168843998866}",20,0,-126.1573344108266,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
330,False,"{'a': 0.7, 'e': 0.7899922314973651}",30,11,-15.293376862066879,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
331,False,"{'a': 0.7, 'e': 0.7887644186269709}",20,0,-61.9959448454853,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
332,False,"{'a': 0.7, 'e': 0.7875334506999538}",20,6,-11.161416831913606,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
333,False,"{'a': 0.7, 'e': 0.7862993326401839}",25,0,-66.31738632620677,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
334,False,"{'a': 0.7, 'e': 0.785062069384132}",20,0,-185.096978234729,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 3}",0
335,False,"{'a': 0.7, 'e': 0.7838216658808492}",20,0,-257.2553228758939,"{0: 9, 1: 0, 2: 5, 3: 1, 4: 5}",0
336,False,"{'a': 0.7, 'e': 0.7825781270919481}",20,0,-237.1056752387827,"{0: 8, 1: 0, 2: 7, 3: 1, 4: 4}",0
337,False,"{'a': 0.7, 'e': 0.781331457991582}",20,0,-112.95054325600842,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
338,False,"{'a': 0.7, 'e': 0.7800816635664256}",20,0,-98.61440338593123,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
339,False,"{'a': 0.7, 'e': 0.7788287488156552}",30,1,-131.314493794439,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 3}",1
340,False,"{'a': 0.7, 'e': 0.7775727187509279}",20,0,-218.3609785947442,"{0: 10, 1: 0, 2: 3, 3: 4, 4: 3}",0
341,False,"{'a': 0.7, 'e': 0.7763135783963624}",20,16,4.700378239569709,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.7, 'e': 0.7750513327885183}",20,2,-168.29166583332716,"{0: 9, 1: 0, 2: 4, 3: 3, 4: 2}",1
343,False,"{'a': 0.7, 'e': 0.7737859869763766}",30,0,-168.552815541784,"{0: 18, 1: 0, 2: 9, 3: 1, 4: 2}",0
344,False,"{'a': 0.7, 'e': 0.7725175460213186}",20,1,-61.45276908021851,"{0: 14, 1: 0, 2: 2, 3: 3, 4: 0}",1
345,False,"{'a': 0.7, 'e': 0.7712460149971065}",20,0,-47.45998186529734,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
346,False,"{'a': 0.7, 'e': 0.7699713989898629}",30,0,-172.1656881195916,"{0: 18, 1: 0, 2: 9, 3: 1, 4: 2}",0
347,False,"{'a': 0.7, 'e': 0.7686937030980499}",35,1,-53.870977660160165,"{0: 26, 1: 0, 2: 7, 3: 1, 4: 0}",1
348,False,"{'a': 0.7, 'e': 0.7674129324324493}",20,0,-97.9859373378465,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
349,False,"{'a': 0.7, 'e': 0.7661290921161423}",30,0,-212.70336440727613,"{0: 19, 1: 0, 2: 7, 3: 0, 4: 4}",0
350,False,"{'a': 0.7, 'e': 0.7648421872844884}",20,0,-187.94040718004533,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
351,False,"{'a': 0.7, 'e': 0.7635522230851051}",25,0,-77.17054114036297,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
352,False,"{'a': 0.7, 'e': 0.7622592046778476}",25,0,-121.52269354486666,"{0: 19, 1: 1, 2: 0, 3: 3, 4: 2}",0
353,False,"{'a': 0.7, 'e': 0.7609631372347876}",20,13,-52.47993456455054,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
354,False,"{'a': 0.7, 'e': 0.7596640259401933}",30,0,-164.82582495013725,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 3}",0
355,False,"{'a': 0.7, 'e': 0.7583618759905082}",25,0,-122.8475559777938,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
356,False,"{'a': 0.7, 'e': 0.7570566925943303}",20,0,-74.19410533797806,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
357,False,"{'a': 0.7, 'e': 0.7557484809723913}",25,13,-50.040334937537686,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 0}",1
358,False,"{'a': 0.7, 'e': 0.7544372463575362}",25,0,-87.91230437096334,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
359,False,"{'a': 0.7, 'e': 0.7531229939947015}",20,0,-60.607135815910326,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
360,False,"{'a': 0.7, 'e': 0.751805729140895}",20,8,-62.47026548931339,"{0: 6, 1: 0, 2: 5, 3: 1, 4: 0}",1
361,False,"{'a': 0.7, 'e': 0.7504854570651743}",25,0,-128.3147371294231,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
362,False,"{'a': 0.7, 'e': 0.7491621830486261}",25,2,-83.61337977270495,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 1}",1
363,False,"{'a': 0.7, 'e': 0.7478359123843445}",25,0,-173.32699899149915,"{0: 13, 1: 0, 2: 9, 3: 1, 4: 2}",0
364,False,"{'a': 0.7, 'e': 0.7465066503774105}",20,0,-35.79959675184412,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
365,False,"{'a': 0.7, 'e': 0.7451744023448704}",25,11,-16.591430199405206,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
366,False,"{'a': 0.7, 'e': 0.7438391736157144}",20,0,-53.419890184156415,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
367,False,"{'a': 0.7, 'e': 0.7425009695308558}",25,0,-29.966486106822515,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
368,False,"{'a': 0.7, 'e': 0.7411597954431091}",25,0,-136.75313913788344,"{0: 16, 1: 0, 2: 5, 3: 3, 4: 1}",0
369,False,"{'a': 0.7, 'e': 0.7398156567171688}",35,0,-155.98081308338524,"{0: 21, 1: 0, 2: 10, 3: 4, 4: 0}",0
370,False,"{'a': 0.7, 'e': 0.7384685587295879}",25,2,-95.92231946686572,"{0: 17, 1: 0, 2: 2, 3: 3, 4: 1}",1
371,False,"{'a': 0.7, 'e': 0.7371185068687569}",25,0,-118.46685488804141,"{0: 15, 1: 0, 2: 7, 3: 3, 4: 0}",0
372,False,"{'a': 0.7, 'e': 0.7357655065348812}",25,0,-104.22904430424832,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
373,False,"{'a': 0.7, 'e': 0.7344095631399603}",20,0,-42.74932745075539,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
374,False,"{'a': 0.7, 'e': 0.7330506821077661}",25,0,-231.30776555077233,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 5}",0
375,False,"{'a': 0.7, 'e': 0.7316888688738209}",20,2,-18.48221508743424,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
376,False,"{'a': 0.7, 'e': 0.7303241288853757}",20,0,-107.51505965491529,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
377,False,"{'a': 0.7, 'e': 0.7289564676013889}",25,0,-168.60317248335127,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
378,False,"{'a': 0.7, 'e': 0.7275858904925034}",20,0,-117.69741395273687,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
379,False,"{'a': 0.7, 'e': 0.7262124030410263}",30,0,-67.35498998417987,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
380,False,"{'a': 0.7, 'e': 0.7248360107409052}",30,16,-81.76618422315373,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 1}",1
381,False,"{'a': 0.7, 'e': 0.7234567190977075}",30,0,-91.35561203641427,"{0: 23, 1: 0, 2: 4, 3: 2, 4: 1}",0
382,False,"{'a': 0.7, 'e': 0.7220745336285981}",30,0,-165.41167094694057,"{0: 19, 1: 0, 2: 7, 3: 2, 4: 2}",0
383,False,"{'a': 0.7, 'e': 0.720689459862317}",30,0,-151.35478739976054,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 2}",0
384,False,"{'a': 0.7, 'e': 0.7193015033391573}",30,0,-123.31109972553567,"{0: 22, 1: 0, 2: 4, 3: 3, 4: 1}",0
385,False,"{'a': 0.7, 'e': 0.7179106696109434}",30,0,-74.73296548633229,"{0: 21, 1: 0, 2: 8, 3: 1, 4: 0}",0
386,False,"{'a': 0.7, 'e': 0.7165169642410081}",20,0,-101.29290595410262,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
387,False,"{'a': 0.7, 'e': 0.7151203928041714}",25,0,-48.41718965920287,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
388,False,"{'a': 0.7, 'e': 0.7137209608867168}",30,0,-268.840447746505,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 6}",0
389,False,"{'a': 0.7, 'e': 0.7123186740863704}",20,0,-92.27163396132008,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
390,False,"{'a': 0.7, 'e': 0.7109135380122773}",20,0,-96.50647810595767,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
391,False,"{'a': 0.7, 'e': 0.7095055582849801}",20,2,-40.174465866407374,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 0}",1
392,False,"{'a': 0.7, 'e': 0.7080947405363958}",30,11,2.7383207355855586,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
393,False,"{'a': 0.7, 'e': 0.7066810904097935}",30,0,-116.55104572805278,"{0: 21, 1: 0, 2: 6, 3: 2, 4: 1}",0
394,False,"{'a': 0.7, 'e': 0.7052646135597718}",20,0,-35.973343489044005,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
395,False,"{'a': 0.7, 'e': 0.7038453156522362}",30,0,-225.8957112612269,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 5}",0
396,False,"{'a': 0.7, 'e': 0.7024232023643764}",20,0,-97.75519744735828,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
397,False,"{'a': 0.7, 'e': 0.7009982793846437}",20,0,-32.65295788047765,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
398,False,"{'a': 0.7, 'e': 0.699570552412728}",25,0,-73.88716780018643,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
399,False,"{'a': 0.7, 'e': 0.6981400271595357}",30,0,-115.0071289626905,"{0: 20, 1: 0, 2: 6, 3: 4, 4: 0}",0
